no,rating,text
82,5,"일단 갤럭시링은 처음 출시되었기에 호기심반 성능에 대한 기대감으로 구매를 하게되었다.
일단 링 케이스의 디자인은 물론이고 케이스를 오픈했을때 원형으로 빛나는 라이트가 너무 이뻐서 놀랬고, 링자체의 착용감도 매우 뛰어나서 좋았다. 
링착용으로 인해 평상시 스트레스를 얼마나 받고 있는지.. 나의 수면의 질은 얼마나 뛰어난지를 객관적으로 알수 있게 되어서 좋았다. 착용한지 3일..
모든걸 다 경험해보기엔 짧은 시간이지만 갤럭시링의 첫인상은??? 극호!! 입니다.
다음 시리즈땐 조금만 더 얇아지면 더 좋을꺼 같아요~"
83,5,"사전구매 만족합니다 
링 첫사용인데요, 생각보다 착용감 좋습니다
수면관리나 운동시 목적으로 구매했는데요
잘때도 거슬리지 않고 좋네요
앞으로 수면질향상이나 건강관리에 무척 도움이 될듯합니다
다만 디자인은 향후 더 좋아졌으면 합니다

#삼성전자이벤트참여"
84,5,"건강을 위해 하나 장만 했어요
시계는 멋은 있지만 평소 시계 착용을 불편해서 고민을 하다 링이 나온다고 광고 보고 갤럭시 링을 기다림 끝에 하나 장만합니다
착용감은 불편하지도 않고 착용 느낌도 생각보다 느낌이 없어 좋네요"
85,5,"걀럭시링 출시설이 돌때부터 쭉 기다려왔는데, 드디어 구입해봅니다 ㅎㅎ
1세대 제품이라 고민이 많았지만 악세사리 대용도 가능할거 같아서 구입하였고 생각보다 디자인은 꽤 괜찮은거 같습니다.
색상은 골드로 하고싶었는데 품절이라 이제야 받아보네요 ㅎㅎ

앞으로 여러 기능이 추가되기를 바라면서, 다음 세대가 기대됩니다 ㅎㅎ
저는 만족해요~
#삼성전자이벤트참여"
86,5,"평소 수면 질이 좋지가 않아서 워치를 끼고 잤는데
번거럽고 답답해서 이번에 출시된 링을 구매했어요
워치에 비해 착용감이 간편해서 끼고 자기엔 매우 좋네요
그렇지만 평소에 쓰기엔 조금 걸리적거리긴 해요
검지에 끼고 있는데 두께가 있다보니 중지에 걸리는 느낌이 있어요
조금 더 얇아지면 정말 좋을듯합니다
제일 아쉬운 건 고급감.. 디자인을 좀 다듬으면 좋을듯해요 색상도 이번에는 좀 아쉽습니다
아무리봐도 뽑기로 뽑은 플라스틱 반지 느낌을 지울 수가 없네요 ㅠㅠ
케이스는 정말 이쁘게 잘 뽑혔습니다"
87,5," 기능이 참 좋은거  같아요.
좀 더사용해 보아야  겠지마는  현재 까지는  굿 입니다.
아쉬운점은  좀더 두께가 얇았으면  더  좋았을텐데  하는 아쉬움은   있지만 
  좋아요."
88,5,디자인 심플하고 가볍고 특히 저녁에 잘때 착용하고 취침해도 전혀 불편함이없어 좋네요 낮에는 워치와 같이 착용해서 나의 건강정보를 수시로 데이터화하고 맘에듭니다. 다만 z플립5 사용중인데 갤럭시링 제스처 기능 사용이 안되는데 원ui 업그레이드가 필요해보이네요. 신속하게 처리해주셨음 좋겠어요
89,5,"검은색으로 구입, 깔끔하고 디자인 마음에들어요
링 사용자체가 센세이션하다고 생각해서 구입했습니다
충전케이스 열면 자동적으로 연결할수있도록 핸드폰에 뜨고, 연결 잘됩니다
가볍고 착용감도 좋습니다
맥박수 스트레스지수 산소포화도 측정 등 기능이 있고 잘 측정되는것 같습니다 수면측정도 신기하네요
플립이나 폴더가 아니라 제스처 사용은 못해봤네요

나중에 혈당측정이나 통화 교통카드 이런기능 추가될 미래를 기대해보겠습니다 ㅎㅎ

#삼성전자이벤트참여 #기프트펀딩"
90,5,"너무 좋아요! 워치와는 다른 디텍팅^^
일단 수면 추적 시스템이 잔혀 부담스럽지 않고 좋습니다.
워치는 자면서 거추장스러운대 링은 모 아무런 불편함이 없네요.
에너지 점수 및 수면 질 향상 목적으로 구매했는대 대만족합니다.
제발 삼성페이 기능이 언젠간 업데이트 되거나 신규 제품엔 탑재되길 바랍니다."
91,5,"건강관리 기능으로 매일 수면 체크를 하고 있습니다.
사랑하는 사람과 약속해서요.
에너지 점수는 사실 잘 모르겠습니다.
심박수도 도움이 되네요.

스마트폰과도 연결이 잘 됩니다.
착용감도 편해서 끼고 있다보니 한번씩 끼고 있는걸 까먹네요."
92,5,"처음에는 블랙을 할까하다 은색으로 바꿨네요
중년은  은색인듯 ㅎ 아침에 일어나보니 너무 상세히 나의몸을 스캔했다할까  너무신기했습니다
시계도 더 좋은걸로 사고싶은데  마눌님께서  눈을 흘기네요  옆에서  갤럭시 링 너무 좋고 저의 새로운 주치의가 생긴 기분입니다

번창하세요   삼성 
삼성은 사랑입니다"
93,5,"생활 정말 이런저런 활동하면서 가끔 워치가 초금 부담쓰럽니다. 정하면:

- 잠잘때: 링 쓰기 너무 편하고 통계를 잘 나올 것 같습니다. 
- 데이트등: 링 이랑 아날로그 시계 
- 출근: 갤워치랑 링 둘다
- 스포층하 운동 활동: 둘다 링이랑 워치 아님 링만.  하키 할때 링만 입으면 편하고 좋습니다.

삼성 헬스에 하키 추가 해주세요! ㅋㅋ 그거 아니면 먼족 합니다"
94,5,"7월18일 결제
8월1일 도착 
진짜오래걸렸네요
개인적인후기는 
1.저는 사이즈 키트를 삼성매장에서 껴보고구매했고 사이즈쟀음에도 약간불편한느낌?이있습니다.사이트키트를 택배로받아보고 실사용해보신뒤 사이즈를선택하심을 추천드립니다.
3시쯤도착해서 지금까지끼고있습니다.
2.운동하게되면 약간불편한느낌?있을거같으니 느낌에 대해 민감하신분들이나 스크레치에예민하신분들은 빼고하시는게 좋을것같습니다.
3.기능보다는 악세사리?느낌이강합니다.그냥 저는 기능보단 예뻐서구매했어요ㅎㅎ"
95,5,"이번 신제품 출시 웨어러블 중 가장 기대했던 갤럭시링이었는데, 골드 색상 품절 문제로 워치7 먼저 구매하고 매일 유튜브, 블로그 등을 통해 갤럭시링 관련 글들만 보며 대리만족 하고 있었습니다.

버즈3도 프로와 일반버전중 고민하고 있어서 어제 집근처 삼성스토어에 방문해보았는데,
다시보니 실버색상도 워치7과 버즈3랑도 깔맞춤도 되고 이쁜것 같아서 
오늘 구매후에 빨리 받고 싶어서 삼성스토어 강남매장 가서 픽업 받고 바로 사용중입니다 ㅎㅎ
매우 만족합니다

#삼성전자이벤트참여"
96,5,"삼성전자 이벤트 참여
디자인이 상당히 마음에 들고 상당히 튼튼합니다. 배송도 매우 빠르게 완료되었습니다. 크기도 적당하며 소재가 상당히 마음에 듭니다. 다른 분들에게도 매우 추천합니다."
97,5,"일반 시계를 좋아해서 갤워치 쓰기가  꺼려져 항상 고민했는데 링이 나와 너무 좋았어요. 저처럼 다양한 일반 시계를 착용하는 사람이라면 갤워치 쓰기가 부담스러웠을텐데 갤링이 나와 너무 좋았어요. 
일단, 착용이 편하고 저처럼 수면의 질을 알고 싶어하는 사람들에게 추천합니다.
램수면 시간이나 수면의 질이 상세하게 나와 신뢰가 가고, 계속 체크하면서 저의 상태를 보며 관리가 가능해져 좋습니다.
또한, 폰으로 만보기를 매일 체크하고 있었는데 링은 항상 착용하다보니 긴밀하게 체크 가능하고 심박수도 시도 때도 없이 살펴주니 너무 좋네요.
주치의가 항상 붙어 다니며 케어해주는 느낌이랄까? 그런 신뢰감이 듬뿍갑니다.
겔링! 앞으로 소프트 업데이트로 더 많은 데이터 볼 수 있게 부탁 드립니다.~"
98,5,"아빠 선물로 사드렸는데 일단 수요일 오후에 주문해서 금요일날 배송받았고, 운동을 주로 하면서 심박수 체크를 하고 싶다고 하셨는데 갤럭시링으로 쫌 더 정확하게 할수있다며 만족해하셨습니다~!! #삼성전자이벤트참여"
99,5,"말로만 듣던 갤럭시링을 드디어 갖게 되었습니다 색상도 마음에 들고 무엇보다 디자인이 굉장히 심플하고 예뻐서 데일리템으로 잘 끼고 다닐것 같네요.
저는 손이 꽉끼는 느낌 때문에 원래 반지를 잘 안끼는데, 갤럭시링은 착용했을때 불편감이나 이질감 없이 착 감기는 느낌이 있더라고요."
100,5,잘때 너무 유용한것 같아요 일상생활시 항상 착용하긴 하는데 수면측정이나 심박수측정 등 을 알수 있어서 좋아요 단 다양한 기능이 있었으면 좋겠어요 링을 끼고 손가락을 부딪치면 사진을 찍을수 있다고 광고한것 같은데 그 기능은 없는것 같아요 
101,5,"디자인, 성능 다 맘에 드네요...
제일 큰 사이즈로 주문 했는데...
사이즈 확인  안한게 후회가 조금 되지만...
원하는  손가락엔 맞아서 잘 사용 합니다.
자는동안 워치 충전하는것이 불안 했는데
링 덕분에 밤에 충전 맘것 할 수 있어서 좋네요.
구입 고민 하시는분은 사도  후회 없을 듯 합니다."
102,5,미리 보내어 주신 테스트 링을 받고 24시간 체크해서 드뎌 받아본 링은 케이스가 화장품 케이스처럼 너무 이쁘고 링도 이뻐요 ~ 심박수와 수면측정 여러가지 기능들도 체크가 되어 건강 관리에도 도움이 될 듯 합니다 ~ 주위 가족에 권유로 구입하게 되었는데 잘 사용될듯 합니다 ~
103,5,"삼성전자의 스마트링, 갤럭시링을 한 달간 사용해본 결과는 매우 긍정적입니다. 사용 초기부터 지금까지 기능적인 부분에서 전혀 문제가 없었고, 외관도 여전히 새것처럼 깨끗합니다. 특히 첫 작품임에도 불구하고 품질이 뛰어나, 바로 구매해도 전혀 손색이 없을 정도입니다."
104,5,"제가 잠을 잘못자는 이유에 대해서 참으로 많은 고민을 했었습니다. 당연히 잠을 못 자니 몸도 마음도 항상 피곤 했고요. 저는 울트라 워치를 최초 구매하고 모니터링 하려 했지만 아무래도 잘 때 차도 자기에는 개인적으로 부담스러운 면이 있어서 링을 구매했고요.
결과부터 말씀드리면 기가 막힙니다. 어떻게 그렇게도 정확하게 제가 자고 일어나는 시간을 모니터링 해주는지 신기 할 따름이고 그와 맞는 코칭을 해주고 있어서 너무 고맙습니다. 이제는 수면을 넘어 에너지 점수를 높이려고 본인 스스로 건강해지려는 자세가 구매 비용을 뛰어 넘는거 같아 전혀 아깝지 않습니다. 구매해서 삶의 질을 상승 시키시길 다른 분들께도 추천드립니다^^"
105,5,"Good battery life, good functions in Samsung Health. Accurate heartbeat tracking, very good sleep tracking."
106,5,"집근처 삼성서비스센터에서 먼저 호수가 뭐가 맞는지 껴봤는데, 다이어트 중이시거나 체중이 늘고 있는 분들은 신중히 고르셔야 될듯 합니다. 저는 한 치수 차이로 엄청 고민하다가 주문 안하고 그냥 집에 왔는데, 다이어트 중이어서 한 치수 적은 쪽으로 골랐습니다. 무게는 많이 가볍고 겉에는 티타늄이지만 자전거 타다가 넘어지면서 아스팔트를 짚으니 살짝 스크래치는 나는 정도입니다. 주로 쓰려고 했던 기능은 수면 체크였고, 아무래도 사무직이다 보니 일할때 워치는 벗게 되어 누락되는 걸음 수, 활동량 등 갤럭시 링을 끼면서 누락없이 다 기록이 되어 확실히 워치를 사용할때보단 헬스체크가 꼼꼼히 됩니다. 링을 껴보니 워치 착용대비 하루 누락 걸음수가 1,000걸음 정도나 되더라고요, 더군다나 수면체크는 워치 착용이 걸리적거려 초반에 하다가 안하게 되었지만 갤럭시 링은 신경쓰지 않을 수 있어 너무 좋고, 신기하게도 음주한 날, 무리한 날 다음날 컨디션까지 모니터링이 정확히 되니 너무 좋습니다. 기능대비 가격이 제일 아쉬운 부분이지만 저처럼 수면체크가 필요하고 운동을 꾸준히 하시는 분들에겐 충분히 고민할만한 웨어러블이지 싶습니다. 배터리는 저 12호 기준 일주일을 써도 30%는 남는 것 같고요. 무엇보다 케이스가 이뻐서 구매가격의 절반은 케이스 가격이지 싶을 정도입니다. 아무튼 저는 잘 활용하고 있고 저처럼 필요가 있어서 구매하는 것이 아니면 가격 매리트는 조금 아쉽다고 말할 수 있겠습니다."
107,5,"디자인 마음에 들고 무세도 가벼워서 수면시 착용하고 자더라도 거부감이없습니다. 다만 플립5쓰는데 원ui 업그레이드 지원을 아직까지 해주지않라 제스처 기능을 사용못하고있는게 아쉽습니다. 그리고 수치측정시 워치6 사용중인데 심박수, 스텝수가 수치등으 약간 상이합니다. 헬스케어 기능 업그레이드하여 적확도등 좀더 세밀한 측정 가능토록 개선해주시길 바랍니다. 확실시 수면시 착용하는데 거부감이없어 기능등 업그레이드가되면 활용성니좋아보이긴합니다 "
108,5,"갤럭시링  호기심에  주문을 하였습니다
수면에 관심이 많아서 항상끼고 산지  한달이 지났습니다
동기부여라고 할까요?
전 수면이 참 중요하다고 생각을합니다
추적관찰과 저의  동기부여가되다보니   좋은
아이템이 되었습니다
 갤럭시링때문에라도 일찍자고  일찍일어납니다
삼성 포에버 감사합니다"
109,5,"갤럭시 워치를 사용하다가
워치와 겸해서 사용하고 보니 ,
워치에서 가능했던 이외의 여러가지 기능이 더해져 편리했다.
특히 수면 측정이 코골이까지 겸하게되니 
건강체크에 훨씬 가까워진 느낌이었다.
워치는 워치의 기능이 있고,
링은 링대로 특이한 기능이 건강체크에 도움이 되었다."
110,5,"기존에 워치4사용을 하고 있는데 밧데리 소모가 너무 심해서 고민하다가 구매했어요...
우선 밧데리가 아주 길게 간다는거~ 
8/31에 수령해서 아직 한번도 충전을 안했어요^^
성능도 아주 만족합니다.  
에너지 점수 등 내 몸 상태를 좀 더 자세히 알 수가 있어서  좋아요.  
3가지 색 중  블랙이  괜찮았고,  가볍고 좋아요. 
크기는 제가 잘  붓는  타입이라서  매장에 사이즈 확인 할 때  직원에게  문의를 했더니 ... ㅎㅎ (반품이 안되는 거라서 본인이 잘 선택하라는 말만 하더라구요...반지라서  그런가? )  8호와 9호 사이라서 좀 어중간해서 어쩔 수 없이 8호를 구매했어요.  
8/30일에 주문하고 다음날 바로 받았어요..주문 할 때  예약 배송일이 8/31 잡혀있어서 혹시나 했는데, 바로 다음날 도착했어요~ 
아주 예민한 부분까지 측정이 되는 것 같아서 만족합니다. 가벼워서 한번씩 내가 착용을 하고 있는지 없는지 착각을 하는 경우도 있어요.
새벽에 잠깐 자다가 깨어보니 측정 중인지 링에서 장시간 불이 나와서 순간  고장인가? 하는 오해를 이틀 간 했어요 ㅠㅠ
아직 착용한지 일주일이 지나지 않아서 더  사용해 봐야 겠지만 대체로 현재는 만족합니다."
111,5,"(삼성전자 이벤트 참여) 삼성 갤럭시 링은 소재가 고급스럽고 착용 느낌도 괜찮았다. 다만 광고보다는 덜 예뻤다. 그리고
착용후 잠을 자다가 일어났는데 손가락이 부은 느낌이 들었다. 또한 usb-c타입 충전기를 안줘서 아쉬웠다."
112,5,"한달동안 착용한결과 우선 착용감은 처음 몇일간은 조금  걸리적 거렸지만 그후부터는 링을 착용한것 같지 않은 것처럼 자유로웠고
매일 수면결과에 대해서 확인을 하여 스스로가 수면간 어떤문제가 있었는지를 알수가 있어 수면관련해서 개선을 할수가 있어서 좋았음"
113,5,"애플에서 삼성으로 이번에 넘어오면서 디자인이 마음에 들어서 구매를 고민하다가 수면 상태가 어떤가 궁금해서 구매 했습니다^^ 
기존 워치로도 할 수 있는 기능이라 고민했지만 워치는 잠을 잘때 착용시 이질감이 있어 그런가 답답해서 꺼려졌는데 링을 구매하고 나서는 만족하네요 ㅎ 아침에 일어났을때 제일먼저 하는게 헬스앱 들어가서 수면 상태를 보는게 습관이 되어갑니다 아직 착용한지 3 일차 이지만 현재 만족한 상태고 시간이 지난다 하더라도 이정도 기능만 해줘도 저는 개인적으로 만족입니다 !! 개인적인 취향으로 디자인은 이미 구매의사가 있던 상태라 덤으로 만족하네요 ㅎㅎ 1일만에 배송이 되었는데 빠른배송도 감사합니다~!!"
114,5,"#삼성전자이벤트참여
먼저 오프라인에서 세가지 색상을 비교해보니 단연 블랙이 눈에 띄었습니다
다른색들은 왠지 사용감이 확 드러나더군요
링의 두께가 있어 걱정했지만 평상시나 잘때 전혀 불편하지 않습니다

수면체크가 상당히 상세히 나와서 좋아요 결과보고 좀 더 일찍 자야겠다 스스로 다짐도 하게됩니다^^

현재까지는 만족하고 있습니다"
115,5,"끊어짐 없는 연결성을 제공하여 사용자 경험을 향상시키는 갤럭시 링은 혁신적인 기술입니다. 그러나 배터리 수명 단축 가능성과 일반접근성이 용이하지않은 가격대는 해결해야 할 과제입니다. 또한, 새로운 인터페이스 적응에 사용자 학습 곡선이 존재할 수 있습니다. 개인 정보 보호 및 데이터 보안에 대한 우려도 고려해야 할 중요한 사항입니다. 전반적으로 갤럭시 링은 잠재력이 큰 기술이지만,  상용화 전에 몇 가지 과제를 해결해야 합니다. "
116,5,"선물을 하기 위해서 갤럭시링을 구매했고, 인터넷으로 기능에 대하여 이리저리 알아 보았지만, 실물을 보고 직접 사용하기 전까지는 그 기능이 구체적으로 어떤 효과가 있는지는 잘 알 수가 없었습니다. 현재 선물을 전달해드리고, 난 후에 몇일이 지났고, 만족하시는지 여쭤보았는데 굉장한 만족감을 느끼고 계시더라고요.
조금 아쉬운 점이 2가지가 있는데
1. 선물하기 기능이 추가 되었으면 하는 점
2. 링에 알람기능(진동으로 전화나 문자 왔을때에 알람기능이 있으면 합니다.)

이 두가지가 조금 아쉬움이 있습니다."
117,5,평소에도 삼성제품을 좋아하기도 하지만 기다렸던 제품인데 가격이 넘 비싸서 망설였다. 하지만 제품을 받고 착용해 보니 더욱 맘에들었디. 평소에 건강에 관심이 많은 편이라 좀 효율적으로 관리 하길 바랬는데 여러가지 기능이 있어 좋았고 워치를 착용하고 잘 때 보다는 훨씬 용이 했다. 위치가 배터리가 빨리 달아 아쉬웠는데 링을 착용한 후에는 별로 체감되지 않아 모두 만족하게 되었다. 평소 반지도 만만찮은데 악세서리 하나쯤 한다고 생각하면 비용도 어렵지는 않은 것 같다. 그리고 망설였던 이유중 비용도 있지만 실제로 보고 디자인이 좀별로였다고 생각했는데 약간 장남감 같은 느낌이랄까? 하지만 실제로 착용하고 한 달이 지난 지금 오히려 더 가볍고 좋은 것 같다. 오랜시간 착용을 해야 하니 더 괜찮은 것 갔다. 색도 맘에 들고 배터리 기간도 길어 전반적으로 다 만족하고 있다. 매일 아침 규칙적으로 건강을 체크받고 있는 기분이 든다. 손이 자주 부어 작은 사이즈를 착용할 까도 했지만 넉넉한 사이즈를 하길 잘했다. 정말 많이 부어 큰 사이즈를 하니 항상 착용할 수 있어 좋았다. 
118,5,"갤럭시링~엄청 궁금했던 상품이라 고민고민하다 구매했습니다.
사는김에 선물용으로 몇개 더 구입했는데 어떨지 모르겠네요..ㅎ
그래도 제 맘에 드는 제품을 함께 나눌수있어 좋구요.
착용전이라 상품에 대한 평가는 함부러 할수는 없지만..
그래도 고민하다 구매한 제품이라 삼성을 믿습니다.^^"
119,5,"갤럭시워치가 있지만 착용하고 자니 불편해서 갤럭시링을 구매하게 되었어요. 갤럭시링을 착용하니 훨씬 편하고 좋으네요. 갤럭시링이 수면측정이 될까 궁금했는데 수면측정도  아주 잘 되고 정말 신통방통한 제품이네요^^

#삼성전자이벤트참여"
120,5,"1.스마트폰 연동 용이
2.디자인 깔끔하고 세련됨
3.착용감 좋음, 소재-가벼움, 수면시에도 베기거나 불편한점 모르겠음
4.사이즈가 좀더 다양하면 좋을듯(ex. 7.5,  8.5등)


#삼성전자이벤트참여"
121,5,빠른 배송도 배송인데 이쁘고 굵은 디자인에 비해 손가락이 편해요! 잠들때 착용해도 불편함이 전혀 없고 배터리도 엄청 오래지속되는데 충전속도가 빨라 샤워하는 동안 잠시 충전해도 가득차더라구요! 빨리 정식 출시되서 많은 기능들이 생겼으면 좋겠어요!
122,5,"블랙은 데일리하게 착용하면 알맞구요 
티는걸 안좋아하시는분께 강추~
착용감은 손가락을 감싸는 부분이 오목하게 튀어나와있어서 부드럽게 감싸는 느낌이라 너무좋습니다
가장 특장점은 워치는 수면시에 답답해서 착용을 못했는데 링은 끼고자는데 아무런 불편함을 못느꼈고
정확도에 놀랐습니다"
123,5,"가볍고 케쥬얼한 느낌도 참 좋네요. 링키트로 먼저 사이즈 측정할수 있어서, 딱 맞는 사이즈로 받아볼수 있었습니다. 처음 사용해보고 신세계를 경험했네요. 제가 코를 골더라구요. 긴 수면 시간 중 잠깐이긴 했지만  코고는 걸 녹음까지 해놓은 걸 보고 정말 깜짝 놀랐어요 ㅎ 그것뿐 아니라도, 앞으로 건강 관리에 큰 도움 될거 같아요. "
124,5,"삼성전자 이벤트 참여합니다.
일단 골드가 사전답사3-4번 삼성스토어 들락거리며 봤을때 제일 이뻐보여, 골드를 원했지만 실버와 블랙만 주문 할 수 있어서 아쉬워하며 실버를 주문했는데 블랙이 또 괜찮아보여 블랙으로 교체 했다가, 역시나 골드가 제일 이뻐보여서 모두 취소하고 골드 재고 뜨기를 기다렸는데, 사전구매 마지막날 재고 떳다고 문자 받자마자 구매했어요. 아쉽게도 구매하자마자 또 재고부족으로 픽업이나 배송이 늦어진다는 문자를 받고 또 아쉬워하며, 이번에는 취소않하고 기다렸지요.
Z플립6 픽업하는 당일날 아침!!! 드디어 플립6 픽업날 갤럭시링 골드도 입고 픽업 문자가 딱 와서 바로 달려갔어요.
드디어 오늘 픽업하게된 갤럭시링 !!!

무지 이쁩니다. ^^

# 삼성전자이벤트참여"
125,5,갤럭시링 골드를 사용한지도 어언 한달이 지났습니다. 시간 정말 빠르게 지나네요. 가장 좋은점은 역시 가볍고 배터리 오래가서 시계대비 수면체크하기 용이하다는 점입니다. 무엇보다 디자인도 이뻐서 좋구요. 단점이라면 비싼게 흠이지만 케이스도 고급스럽고 매우 만족합니다. ^^
126,5,"스마트 시대 맞춰 갤럭시링 커플링 으로 금값이 상승 하면서 여자친구와 커플링 으로 맞춰 좀더 이시대 흐름에 맞게 스마트한 시대 여자친구 와 함께 커플링 으로 구입하여 착용 하고 있습니다.

무엇보다더 시계를 대신 하여 건강 체크를하면서  사용하다보니 시계 충전할때 갤럭시 링 이 대신 건강체크 를 해주니 너무 좋은거 같습니다.

회사 근무시 일하면서 갤럭시링 이 깨지거나 
스크래치 날까바 조심해서 착용해야 된다는 생각이 많이 드는댑 일부분적에서 매우 거친 작업 을 하다보면 깨서지지 않을까 했는댑 
매우 튼튼한거 같습니다..

1세대 다보니  디자인적으로 너무 심플한거 같아 좋지만 뭔가 좀더 다른 악세사리 디자인 이랑 콜라보 해서 출시 했으면 하는 바램도 조금은 있네요 

회사 직장 동료 들이 볼때는 진짜 금반지로 오인받을만큼 퀄리티 하나는 정말 최고 인거 같습니다."
127,5,"나오기 전부터 사고 싶어서 고민하다가 결국 샀어요~
키트 8, 9호 고민하다가 9호는 배송 2주 걸리길래 당일 배송되는 8호 주문!
남들은 촌스러운 색이라고 하지만 내 눈에만 이쁘면 되죠~ 삼성 만세!!"
128,5,"남자친구 생일 선물로 사 줬는데 너무 마음에 들어하더라고요. 뿌듯하네요! 디자인 너무 예쁘고 충전 케이스도 엄청 멋있다고 해요. 그리고 티타늄이라 흠집에도 강한데 또 엄청 가벼워서 데일리로 차고 다니기에 부담도 없대요. 폰하고 연결하면 삼성헬스로 이것저것 건강 기능들 사용할 수도 있고 배터리도 1주일 정도 간다니 좋아하더라고요. 나중에 서브 커플링으로도 좋을 거 같아요!
#삼성전자이벤트참여"
129,5,"1. 사이즈 선택할때는 조금 여유 있게 하세요. 저는 잃어버릴 염려로 좀 작은거로 하려다가 다시 약간 큰 사이즈로 바꿨는데 너무 만족합니다. 

2. 운동 측정기능 잘 될까 걱장했는데 너무 잘 됩니다. 워치 찰 때보다 잘되는거 같아요. 물론 오차는 좀 있겠지만요!^^

3. 수면 측정 기능이 대박입니다. 수면을 너무 잘 분석해줘요. 한번은 밤에 잠 잘 못자고 계속 뒤척였는데 잠 잘 못자서 에너지 점수가 낮게 나오더라구요. 물론 많이 움직여서 그런거겠지만요. 이 부분 대만족합니다.

4. 배터리 정말 오래갑니다. 운동 측정(실내 자전거, 러닝 등) 자주 하시면 조금 빨리 닳기는 합니다만 확실히 깁니다.

5. 일반 반지보다 조금 두꺼운데 사람들 거의 전자제품인지 모릅니다. 그래서 더 좋습니다. 검은색 제품이면 분명히 사람들이 갤럭시링이냐고 물어볼겁니다. 근데 전 은색반지라 그런지 지금껏 한명 물어봤습니다 ㅋ

6. 이 반지에 추후에 어떤 기능이 추가될지는 모르겠지만 이 정도도 좋은 것 같습니다. 그냥 반지랑 똑같이 생겨서 너무 좋아요. 커플링을 사도 하나당 오십만원 줘야하는데 그거 보다 이거 구매하는게 저는 더 좋다고 생각했고 지금껏 후회 없습니다!! 

물론 내년에 신제품 나와서 가격 떨어지면 가슴 아플거 같습다만.. 고민하신다면 구매 강추합니닷!!

선물 받으려고 많이 쓴거 아닙니다 ㅎ 저처럼 고민 많이 하신 분들께... 고민 시간 줄여드리려고.. ㅋ

이상입니디!"
130,5,"갤럭시링을 처음 보고 이쁘다  갖고싶다 생각해서 기능적인면을 크게 생각하지않았습니다  
반지 사이즈 측정은 근처 삼성스토어에서 직접 착용해보고 구매하였고 배송도 빨랐습니다 
아무래도 스마트링이다보니 반지보다야 조금 굵은 편이긴 했지만 무게감이나 착용했을때 걸리적거리는 느낌은 거의없었고 생각보다 편했습니다
첫날 착용하고 나서 부터 수면측정, 심박수측정, 에너지점수 등 반지를 잠시 빼고 있는 시간을 제외하곤 24시간 모니터링을 받는 느낌이였습니다 수면측정으로 실제 수면시간, 입면시간, 수면심박수, 수면심박변이도 피부온도등의 데이터와 종합적인 에너지 점수를 확인 할 수 있어서 좋았습니다  일주일 정도 착용중 수면피부온도 가 37.6일 때가 있었는데 아침에 몸이 무겁다는 느낌이였지만 실제 체온을 확인해보니 37.6-38정도 열이 났었습니다 링 측정피부온도가 실제 체온하고 비슷하게 측정되는 것 같습니다
직업상 손을 많이 씻을 수 밖에 없는데 평상시와 똑같이 손씻기를(비누사용) 했을 때도 문제 없이 사용가능 했습니다
현재 워치4를 사용하고 있는데 워치에서도 수면측정 기능이 있지만 착용하고 자는게 불편하기도 하고 충전문제로 실제 수면측정기능은 거의 못썼는데 갤럭시링은 반지처럼 착용하고 지낼 수 있으니 훨씬 편합니다 워치하고 같이 착용시 운동측정을 워치에서 하기때문에 배터리 사용시간을 더 길게 쓸 수 있다고 나와있는데 실제 일주일정도 착용했고 출근시간부타 퇴근 시간 (8시간반)정도는 워치와 같이 사용하고 그외시간은 링만 단독사용했으며 일요일날 충전을 했을때도 배터리는 좀 남아있었습니다
갤럭시링은 24시간 몸상태를 측정할 수 있고 워치보다 편하게 착용해서 쓸 수 있다는 장점이 있습니다 건강측정목적으로 구입해서 쓰기도 좋고 디자인도 깔끔하니 심플해서 좋습니다"
131,5,삼성전자 스마트링 구매한 사람입니다 처음에는 구매를 망설였습니다 왜냐하면 최초출시라 혹 약간 미완성이 아닐까 해서입니다 업그레이드해야한다는 등등 이죠 그러나 그건 기우였습니다 첨받구 지금까지 잘 사용하구있구요 내꺼 하나 와이프꺼 하나 사용중에 있습니다 나중에 문자나 카톡같은 거 시계처럼 나왔으면 좋겠습니다 그건 스마트링 투부터는 가능하겠죠 ㅎㅎ 잘 사용하겠습니다 좋아여 언릉 구매하세요 ㅋㅋ
